Cod_setor,Situacao_setor,V001,V060,V061,maioria
250750705000394,1,274,37,11,Homens
250750705000395,1,282,32,10,Homens
250750705000396,1,326,41,7,Mulheres
250750705000397,1,293,34,12,Homens
250750705000398,1,250,21,8,Mulheres
250750705000399,1,276,41,13,Homens
250750705000400,1,332,31,15,Homens
250750705000401,1,288,36,5,Mulheres
250750705000402,1,251,16,5,Mulheres
250750705000403,1,321,28,6,Mulheres
250750705000404,1,304,27,12,Homens
250750705000405,1,204,18,5,Mulheres
250750705000406,1,354,33,8,Mulheres
250750705000407,1,191,22,9,Mulheres
250750705000408,1,327,33,21,Homens
250750705000409,1,322,21,19,Homens
250750705000410,1,277,22,11,Homens
250750705000411,1,195,24,15,Homens
250750705000412,1,317,18,14,Homens
250750705000413,1,170,17,6,Mulheres
250750705000414,1,319,33,22,Homens
250750705000415,1,230,28,28,Mulheres
250750705000416,1,315,44,40,Homens
250750705000417,1,255,16,18,Mulheres
250750705000418,1,199,11,13,Mulheres
250750705000419,1,207,49,19,Homens
250750705000420,1,355,26,11,Homens
250750705000421,1,24,2,2,Mulheres
250750705000422,1,356,33,22,Homens
250750705000423,1,381,32,26,Homens
250750705000424,1,2,X,X,Mulheres
250750705000425,1,237,19,10,Homens
250750705000426,1,164,19,11,Homens
250750705000427,1,97,7,8,Mulheres
250750705000428,1,360,27,14,Homens
250750705000429,1,235,21,22,Mulheres
250750705000430,1,294,30,9,Mulheres
250750705000431,1,342,33,7,Mulheres
250750705000432,1,277,32,20,Homens
250750705000433,1,198,21,8,Mulheres
250750705000434,1,324,23,23,Mulheres
250750705000435,1,149,10,9,Mulheres
250750705000436,1,179,19,10,Homens
250750705000437,1,195,18,9,Mulheres
250750705000438,1,198,15,6,Mulheres
250750705000439,1,266,26,13,Homens
250750705000440,1,261,20,5,Mulheres
250750705000441,1,291,24,15,Homens
250750705000442,1,249,16,12,Homens
250750705000443,1,74,7,3,Homens
250750705000444,1,165,16,10,Homens
250750705000445,1,120,5,4,Homens
250750705000446,1,339,30,11,Homens
250750705000447,1,287,18,18,Mulheres
250750705000448,1,282,26,17,Homens
250750705000449,1,155,10,11,Mulheres
250750705000450,1,200,21,14,Homens
250750705000451,1,220,23,13,Homens
250750705000452,1,130,12,6,Mulheres
250750705000453,1,262,38,10,Homens
250750705000454,1,311,30,23,Homens
250750705000455,1,305,37,23,Homens
250750705000456,1,290,19,18,Homens
250750705000457,1,290,48,35,Homens
250750705000458,1,274,53,22,Homens
250750705000459,1,233,53,20,Homens
250750705000460,1,286,61,28,Homens
250750705000461,1,318,67,21,Homens
250750705000462,1,159,21,12,Homens
250750705000463,1,278,78,32,Homens
250750705000464,1,247,44,12,Homens
250750705000465,1,246,37,24,Homens
250750705000466,1,220,19,5,Mulheres
250750705000467,1,272,51,18,Homens
250750705000468,1,220,45,23,Homens
250750705000469,1,172,28,14,Homens
250750705000470,1,353,57,13,Homens
250750705000471,1,283,42,19,Homens
250750705000472,1,138,11,15,Mulheres
250750705000473,1,296,34,15,Homens
250750705000474,1,219,28,12,Homens
250750705000475,1,309,68,24,Homens
250750705000476,1,299,73,33,Homens
250750705000477,1,321,49,25,Homens
250750705000478,1,173,27,7,Mulheres
250750705000479,1,309,48,28,Homens
250750705000480,1,202,42,7,Mulheres
250750705000481,1,128,24,13,Homens
250750705000482,1,340,67,30,Homens
250750705000483,1,310,40,23,Homens
250750705000484,1,114,15,4,Mulheres
250750705000485,1,170,21,17,Homens
250750705000486,1,154,14,6,Mulheres
250750705000487,1,160,14,5,Mulheres
250750705000488,1,90,6,8,Mulheres
250750705000489,1,81,8,6,Homens
250750705000490,1,223,30,11,Homens
250750705000491,1,323,47,35,Homens
250750705000492,1,180,35,1,Homens
250750705000493,1,107,15,1,Homens
250750705000494,1,181,14,5,Mulheres
250750705000495,1,303,60,31,Homens
250750705000496,1,225,44,17,Homens
250750705000497,1,266,21,9,Mulheres
250750705000498,1,244,42,12,Homens
250750705000499,1,131,39,14,Homens
250750705000500,1,459,63,15,Homens
250750705000501,1,227,36,18,Homens
250750705000502,1,246,27,17,Homens
250750705000503,1,160,14,10,Homens
250750705000504,1,297,8,40,Homens
250750705000505,1,178,19,9,Mulheres
250750705000506,1,200,14,9,Mulheres
250750705000507,1,336,22,29,Mulheres
250750705000508,1,512,58,24,Homens
250750705000509,1,280,15,16,Mulheres
250750705000510,1,294,24,15,Homens
250750705000511,1,245,21,20,Homens
250750705000512,8,43,1,2,Mulheres
250750705000513,4,135,9,8,Homens
250750705000514,8,296,21,32,Mulheres
250750705000515,1,331,17,19,Mulheres
250750705000516,8,11,0,1,Mulheres
250750705000517,1,205,15,13,Homens
250750705000518,1,368,19,17,Homens
250750705000519,1,116,8,6,Homens
250750705000520,1,277,21,12,Homens
250750705000521,1,278,25,16,Homens
250750705000522,1,407,76,27,Homens
250750705000523,1,265,53,23,Homens
250750705000524,1,261,24,25,Mulheres
250750705000525,1,87,15,9,Mulheres
250750705000526,1,155,17,10,Homens
250750705000527,1,181,27,12,Homens
250750705000528,1,260,29,19,Homens
250750705000529,1,253,35,31,Homens
250750705000530,1,239,37,27,Homens
250750705000531,1,269,69,30,Homens
250750705000532,1,165,41,14,Homens
250750705000533,1,110,15,8,Mulheres
250750705000534,1,181,30,11,Homens
250750705000535,1,186,22,11,Homens
250750705000536,1,242,43,18,Homens
250750705000537,1,271,55,24,Homens
250750705000538,1,312,53,30,Homens
250750705000539,1,252,47,12,Homens
250750705000540,1,140,34,7,Mulheres
250750705000541,1,226,39,14,Homens
250750705000542,1,210,32,2,Homens
250750705000543,1,143,22,11,Homens
250750705000544,1,282,59,30,Homens
250750705000545,1,100,29,13,Homens
250750705000546,1,216,67,28,Homens
250750705000547,1,204,56,28,Homens
250750705000548,1,321,64,14,Homens
250750705000549,1,312,65,26,Homens
250750705000550,1,200,40,10,Homens
250750705000551,1,306,74,19,Homens
250750705000552,1,216,47,10,Homens
250750705000553,1,207,50,30,Homens
250750705000554,1,299,60,13,Homens
250750705000555,1,196,44,26,Homens
250750705000556,1,182,35,11,Homens
250750705000557,1,165,39,9,Mulheres
250750705000558,1,112,12,20,Mulheres
250750705000559,1,149,12,18,Mulheres
250750705000560,1,211,13,24,Mulheres
250750705000561,1,102,3,11,Homens
250750705000562,8,1,X,X,Mulheres
250750705000563,8,100,2,17,Homens
250750705000564,1,115,6,14,Homens
250750705000565,1,95,12,5,Mulheres
250750705000566,1,1,0,0,Mulheres
250750705000567,1,26,0,0,Mulheres
250750705000569,1,44,0,0,Mulheres
250750705000570,1,50,0,0,Mulheres
250750705000571,1,268,21,21,Mulheres
250750705000572,1,71,13,8,Mulheres
250750705000573,1,105,2,1,Homens
250750705000574,1,105,11,10,Homens
250750705000575,1,207,24,12,Homens
250750705000576,1,218,26,14,Homens
250750705000577,1,166,X,X,Mulheres
250750705000578,1,145,16,9,Mulheres
250750705000579,1,74,4,3,Homens
250750705000580,1,292,27,18,Homens
250750705000581,1,248,25,19,Homens
250750705000582,1,237,26,13,Homens
250750705000583,1,203,11,21,Mulheres
250750705000584,1,241,0,0,Mulheres
250750705000585,1,73,6,8,Mulheres
250750705000586,1,106,0,0,Mulheres
250750705000587,1,1073,0,0,Mulheres
250750705000588,1,204,0,0,Mulheres
250750705000589,1,153,17,10,Homens
250750705000590,1,66,5,2,Homens
250750705000592,1,105,11,9,Mulheres
250750705000593,1,103,9,14,Homens
250750705000594,1,126,24,9,Mulheres
250750705000595,1,159,13,15,Mulheres
250750705000596,1,256,53,24,Homens
250750705000597,1,282,40,12,Homens
250750705000598,1,223,23,4,Mulheres
250750705000599,1,307,33,16,Homens
250750705000600,1,288,41,17,Homens
250750705000601,1,272,35,15,Homens
250750705000602,1,357,37,19,Homens
250750705000603,1,145,11,12,Mulheres
250750705000604,1,287,19,11,Homens
250750705000605,1,146,14,8,Mulheres
250750705000606,1,326,28,24,Homens
250750705000607,1,282,31,16,Homens
250750705000608,1,105,5,9,Mulheres
250750705000609,1,342,24,15,Homens
250750705000610,1,171,12,8,Mulheres
250750705000611,8,31,0,4,Mulheres
250750705000612,1,310,27,18,Homens
250750705000613,1,162,17,3,Mulheres
250750705000614,1,213,19,10,Homens
250750705000615,1,241,16,11,Homens
250750705000616,1,268,27,18,Homens
250750705000617,1,386,42,33,Homens
250750705000618,1,221,30,10,Homens
250750705000619,1,344,23,18,Homens
250750705000620,1,211,25,17,Homens
250750705000621,1,191,46,12,Homens
250750705000622,1,154,21,13,Homens
250750705000623,1,207,33,31,Homens
250750705000624,1,190,36,9,Mulheres
250750705000625,1,179,42,8,Mulheres
250750705000626,1,234,41,10,Homens
250750705000627,1,242,56,19,Homens
250750705000628,1,205,54,13,Homens
250750705000629,1,274,34,24,Homens
250750705000630,1,296,26,17,Homens
250750705000631,1,379,38,29,Homens
250750705000632,1,4,X,X,Mulheres
250750705000633,1,182,13,13,Mulheres
250750705000634,1,286,24,18,Homens
250750705000635,1,233,16,4,Mulheres
250750705000637,1,144,17,4,Mulheres
250750705000639,1,234,56,15,Homens
250750705000640,1,208,57,25,Homens
250750705000641,1,85,19,8,Mulheres
250750705000642,1,212,45,22,Homens
250750705000643,1,138,15,8,Mulheres
250750705000644,1,369,85,25,Homens
250750705000645,1,263,19,9,Mulheres
250750705000646,1,182,16,8,Mulheres
250750705000647,1,256,30,12,Homens
250750705000648,1,119,13,4,Mulheres
250750705000649,1,70,5,0,Homens
250750705000650,1,187,10,16,Mulheres
250750705000651,1,192,20,5,Mulheres
250750705000652,1,93,15,4,Mulheres
250750705000653,1,100,15,4,Mulheres
250750705000654,1,9,2,0,Homens
250750705000655,1,128,21,5,Mulheres
250750705000656,1,181,8,11,Homens
250750705000657,1,171,22,14,Homens
250750705000658,1,193,14,18,Mulheres
250750705000659,1,148,17,10,Homens
250750705000660,1,162,19,8,Mulheres
250750705000661,1,351,38,30,Homens
250750705000662,1,163,20,21,Mulheres
250750705000663,1,104,12,8,Mulheres
250750705000664,1,252,74,22,Homens
250750705000665,1,172,23,32,Mulheres
250750705000666,1,311,31,16,Homens
250750705000667,1,111,10,5,Mulheres
250750705000668,1,8,0,1,Mulheres
250750705000669,1,222,22,6,Mulheres
250750705000670,1,277,21,23,Mulheres
250750705000671,1,26,0,2,Mulheres
250750705000672,1,209,28,11,Homens
250750705000673,1,207,17,10,Homens
250750705000674,1,227,14,12,Homens
250750705000675,1,307,19,30,Mulheres
250750705000676,1,222,21,13,Homens
250750705000677,1,189,15,14,Homens
250750705000678,1,161,18,14,Homens
250750705000679,1,222,19,13,Homens
250750705000680,1,183,11,11,Mulheres
250750705000681,1,146,9,6,Homens
250750705000682,1,194,19,9,Mulheres
250750705000683,1,189,21,14,Homens
250750705000684,1,275,24,10,Homens
250750705000685,1,341,19,9,Mulheres
250750705000686,1,347,23,12,Homens
250750705000687,1,340,26,13,Homens
250750705000688,1,330,34,7,Mulheres
250750705000689,1,320,15,21,Mulheres
250750705000690,4,142,12,5,Mulheres
250750705000691,1,682,1,1,Mulheres
250750705000692,1,274,20,18,Homens
250750705000693,1,239,21,17,Homens
250750705000694,1,315,26,23,Homens
250750705000695,1,355,37,28,Homens
250750705000696,1,313,36,30,Homens
250750705000697,1,283,23,30,Mulheres
250750705000698,1,158,16,7,Mulheres
250750705000699,1,182,10,17,Mulheres
250750705000700,1,227,20,19,Homens
250750705000701,1,238,20,16,Homens
250750705000702,1,156,8,15,Homens
250750705000703,1,204,28,8,Mulheres
250750705000704,1,202,17,14,Homens
250750705000705,1,209,34,6,Mulheres
250750705000706,1,228,24,9,Mulheres
250750705000707,1,113,11,7,Mulheres
250750705000708,1,252,25,8,Mulheres
250750705000709,1,174,21,4,Mulheres
250750705000710,1,211,23,4,Mulheres
250750705000711,1,242,59,28,Homens
250750705000712,1,230,42,21,Homens
250750705000713,1,182,30,5,Mulheres
250750705000714,1,280,48,16,Homens
250750705000715,1,258,34,29,Homens
250750705000716,1,400,29,39,Mulheres
250750705000717,1,158,22,15,Homens
250750705000718,1,222,38,20,Homens
250750705000719,1,183,14,24,Mulheres
250750705000720,1,202,29,11,Homens
250750705000721,1,208,19,21,Mulheres
250750705000722,1,203,21,22,Mulheres
250750705000723,1,191,26,17,Homens
250750705000724,1,239,1,0,Homens
250750705000725,1,235,25,24,Homens
250750705000726,1,160,38,26,Homens
250750705000727,1,222,43,17,Homens
250750705000728,1,247,38,13,Homens
250750705000729,1,199,28,10,Homens
250750705000730,1,295,32,20,Homens
250750705000731,1,301,41,26,Homens
250750705000732,1,250,29,8,Mulheres
250750705000733,1,184,24,10,Homens
250750705000734,1,179,33,7,Mulheres
250750705000735,1,239,32,7,Mulheres
250750705000736,1,162,24,4,Mulheres
250750705000737,1,234,13,16,Mulheres
250750705000738,1,180,24,9,Mulheres
250750705000739,1,238,24,19,Homens
250750705000740,1,127,13,4,Mulheres
250750705000741,1,347,27,30,Mulheres
250750705000742,1,228,25,13,Homens
250750705000743,1,141,9,11,Homens
250750705000744,1,166,29,8,Mulheres
250750705000745,1,243,19,13,Homens
250750705000746,1,246,34,16,Homens
250750705000747,1,195,38,13,Homens
250750705000748,1,210,34,19,Homens
250750705000749,1,243,25,8,Mulheres
250750705000750,1,359,30,13,Homens
250750705000751,1,309,26,22,Homens
250750705000752,1,320,27,16,Homens
250750705000753,1,316,23,20,Homens
250750705000754,1,327,33,22,Homens
250750705000755,1,216,11,14,Mulheres
250750705000756,1,229,28,18,Homens
250750705000757,1,273,27,16,Homens
250750705000758,1,328,34,14,Homens
250750705000759,1,337,12,18,Mulheres
250750705000760,1,264,21,11,Homens
250750705000761,1,300,24,12,Homens
250750705000762,1,214,19,14,Homens
250750705000763,1,270,21,15,Homens
250750705000764,1,326,14,16,Mulheres
250750705000765,1,259,44,15,Homens
250750705000766,1,181,45,29,Homens
250750705000767,1,248,49,32,Homens
250750705000768,1,171,24,8,Mulheres
250750705000769,1,129,22,3,Mulheres
250750705000770,1,208,49,7,Mulheres
250750705000771,1,128,36,18,Homens
250750705000772,1,152,37,20,Homens
250750705000773,1,208,44,21,Homens
250750705000774,1,238,51,12,Homens
250750705000775,1,196,20,10,Homens
250750705000776,1,179,33,16,Homens
250750705000777,1,212,17,12,Homens
250750705000778,1,369,44,13,Homens
250750705000779,1,322,32,9,Mulheres
250750705000780,1,327,27,11,Homens
250750705000781,1,275,9,15,Homens
250750705000782,1,7,1,0,Homens
250750705000783,1,138,21,13,Homens
250750705000784,1,204,37,18,Homens
250750705000785,1,212,43,31,Homens
250750705000786,1,136,26,14,Homens
250750705000787,1,120,11,7,Mulheres
250750705000788,1,163,13,7,Mulheres
250750705000789,1,184,42,13,Homens
250750705000790,1,120,16,6,Mulheres
250750705000791,1,206,22,7,Mulheres
250750705000792,1,253,52,27,Homens
250750705000793,1,217,20,10,Homens
250750705000794,1,269,38,12,Homens
250750705000795,1,191,11,3,Mulheres
250750705000796,1,203,20,16,Homens
250750705000797,1,126,4,7,Mulheres
250750705000798,1,177,18,8,Mulheres
250750705000799,1,174,15,3,Mulheres
250750705000800,1,210,27,6,Mulheres
250750705000801,1,144,8,3,Homens
250750705000802,1,244,22,12,Homens
250750705000803,1,210,19,4,Mulheres
250750705000804,1,367,36,21,Homens
250750705000805,1,216,16,11,Homens
250750705000806,1,225,28,18,Homens
250750705000807,1,324,24,24,Mulheres
250750705000808,1,195,18,15,Homens
250750705000809,1,206,24,13,Homens
250750705000810,1,249,55,22,Homens
250750705000811,1,195,11,13,Mulheres
250750705000812,1,261,27,9,Mulheres
250750705000813,1,103,12,6,Mulheres
250750705000814,1,230,29,11,Homens
250750705000815,1,142,20,13,Homens
250750705000816,1,241,31,22,Homens
250750705000817,1,197,32,16,Homens
250750705000818,1,145,31,14,Homens
250750705000819,1,129,31,7,Mulheres
250750705000820,1,210,37,10,Homens
250750705000821,1,265,80,41,Homens
250750705000822,1,164,32,9,Mulheres
250750705000823,1,260,65,49,Homens
250750705000824,1,114,4,3,Homens
250750705000825,1,122,10,2,Mulheres
250750705000826,1,172,19,7,Mulheres
250750705000827,1,177,20,11,Homens
250750705000828,1,256,36,14,Homens
250750705000829,1,206,21,20,Homens
250750705000830,1,253,30,21,Homens
250750705000831,1,245,27,13,Homens
250750705000832,1,162,14,15,Mulheres
250750705000833,1,151,13,6,Mulheres
250750705000834,1,189,15,10,Homens
250750705000835,1,147,32,6,Mulheres
250750705000836,1,182,39,24,Homens
250750705000837,1,220,24,25,Mulheres
250750705000838,1,185,10,8,Mulheres
250750705000839,1,274,17,9,Mulheres
250750705000840,1,249,18,19,Mulheres
250750705000841,1,9,0,0,Mulheres
250750705000842,1,206,14,7,Mulheres
250750705000843,1,221,23,13,Homens
250750705000844,1,198,22,14,Homens
250750705000845,1,183,16,7,Mulheres
250750705000846,1,165,13,2,Mulheres
250750705000847,1,322,18,17,Homens
250750705000848,1,270,14,8,Mulheres
250750705000849,1,193,33,14,Homens
250750705000850,1,148,11,11,Mulheres
250750705000851,1,162,16,10,Homens
250750705000852,1,199,9,8,Homens
250750705000853,1,198,14,5,Mulheres
250750705000854,1,147,15,15,Mulheres
250750705000855,1,214,22,7,Mulheres
250750705000856,1,217,38,14,Homens
250750705000857,1,207,19,12,Homens
250750705000858,1,182,24,5,Mulheres
250750705000859,1,316,32,19,Homens
250750705000860,1,273,59,18,Homens
250750705000861,1,317,57,15,Homens
250750705000862,1,210,22,15,Homens
250750705000863,1,251,54,11,Homens
250750705000864,1,229,37,14,Homens
250750705000865,1,324,37,14,Homens
250750705000866,1,288,22,25,Mulheres
250750705000867,1,131,16,5,Mulheres
250750705000868,1,269,32,14,Homens
250750705000869,1,239,48,14,Homens
250750705000870,1,230,40,16,Homens
250750705000871,1,273,35,26,Homens
250750705000872,1,292,49,17,Homens
250750705000873,1,314,52,44,Homens
250750705000874,1,260,44,31,Homens
250750705000875,1,208,33,20,Homens
250750705000876,1,199,48,27,Homens
250750705000877,1,180,40,13,Homens
250750705000878,1,267,37,11,Homens
250750705000879,1,179,17,4,Mulheres
250750705000880,1,338,63,13,Homens
250750705000881,1,262,25,18,Homens
250750705000882,1,159,21,13,Homens
250750705000883,1,286,26,9,Mulheres
250750705000884,1,205,15,15,Mulheres
250750705000885,1,245,32,14,Homens
250750705000886,1,176,23,5,Mulheres
250750705000887,1,177,16,13,Homens
250750705000888,1,162,12,5,Mulheres
250750705000889,1,233,24,14,Homens
250750705000890,1,167,23,12,Homens
250750705000891,1,109,17,7,Mulheres
250750705000892,1,191,29,5,Mulheres
250750705000893,1,221,26,17,Homens
250750705000894,1,225,32,9,Mulheres
250750705000895,1,246,23,17,Homens
250750705000896,1,225,42,7,Mulheres
250750705000897,1,257,16,12,Homens
250750705000898,1,335,23,19,Homens
250750705000899,1,187,32,19,Homens
250750705000900,1,230,27,11,Homens
250750705000901,1,200,30,10,Homens
250750705000902,1,190,8,10,Homens
250750705000903,1,261,33,20,Homens
250750705000904,1,18,4,0,Homens
250750705000905,1,229,56,39,Homens
250750705000906,1,334,48,26,Homens
250750705000907,1,173,21,15,Homens
250750705000908,1,227,33,12,Homens
250750705000909,1,146,17,9,Mulheres
250750705000910,4,21,1,2,Mulheres
250750705000911,1,560,40,24,Homens
250750705000912,1,127,5,4,Homens
250750705000913,1,145,6,6,Mulheres
250750705000914,1,153,8,5,Homens
250750705000915,1,223,26,21,Homens
250750705000916,1,242,9,14,Homens
250750705000917,1,80,15,4,Mulheres
250750705000918,1,181,14,10,Homens
250750705000919,1,232,17,17,Mulheres
250750705000920,1,246,13,10,Homens
250750705000921,1,386,30,24,Homens
250750705000922,1,192,5,18,Homens
250750705000923,1,338,43,15,Homens
250750705000924,1,350,31,30,Homens
250750705000925,1,121,7,4,Homens
250750705000927,1,200,23,2,Homens
250750705000928,1,339,18,8,Mulheres
250750705000929,1,279,18,12,Homens
250750705000930,1,227,13,10,Homens
250750705000931,1,254,18,13,Homens
250750705000932,1,263,20,11,Homens
250750705000933,1,223,9,9,Mulheres
250750705000934,1,308,13,19,Mulheres
250750705000935,1,279,43,24,Homens
250750705000936,1,191,19,9,Mulheres
250750705000937,1,125,9,9,Mulheres
250750705000938,1,195,30,8,Mulheres
250750705000939,1,232,22,11,Homens
250750705000940,1,282,65,37,Homens
250750705000941,1,305,27,17,Homens
250750705000942,1,231,38,13,Homens
250750705000943,1,196,17,19,Mulheres
250750705000944,1,309,33,18,Homens
250750705000945,1,308,17,6,Mulheres
250750705000946,1,186,28,6,Mulheres
250750705000947,1,200,13,10,Homens
250750705000948,1,431,30,27,Homens
250750705000949,1,278,23,6,Mulheres
250750705000951,8,4,X,X,Mulheres
250750705000952,1,34,0,2,Mulheres
250750705000953,1,303,11,14,Mulheres
250750705000954,1,73,2,5,Mulheres
250750705000955,1,97,16,7,Mulheres
250750705000956,1,13,3,1,Homens
250750705000957,1,10,X,X,Mulheres
250750705000958,1,4,X,X,Mulheres
250750705000959,1,64,9,1,Homens
250750705000960,1,72,13,1,Homens
250750705000961,1,195,24,10,Homens
250750705000962,1,191,12,8,Mulheres
250750705000963,1,164,15,12,Homens
250760605000001,1,290,21,19,Homens
250760605000002,1,240,37,14,Homens
250760605000003,1,167,28,15,Homens
250760605000004,1,196,12,6,Mulheres
250760605000005,1,226,28,14,Homens
250760605000006,8,161,13,7,Mulheres
250760605000007,8,184,19,14,Homens
250760605000008,8,90,5,4,Homens
250760605000010,1,147,15,14,Homens
250760605000011,1,283,26,26,Mulheres
250760605000012,1,205,19,11,Homens
250770505000001,1,222,37,11,Homens
250770505000002,1,309,32,28,Homens
250770505000003,1,229,18,16,Homens
250770505000004,1,197,13,5,Mulheres
250770505000005,1,242,11,9,Mulheres
250770505000006,1,284,31,19,Homens
250770505000007,1,183,36,13,Homens
250770505000008,1,242,35,19,Homens
250770505000009,8,391,28,19,Homens
250770505000010,8,189,4,7,Mulheres
250770505000011,8,132,6,13,Homens
250770505000012,8,261,10,14,Mulheres
250770505000013,8,348,14,13,Homens
250770505000014,8,145,6,4,Homens
250770505000015,8,150,8,11,Homens
250770505000016,5,46,5,0,Homens
250770505000017,8,231,9,13,Homens
250770505000018,1,83,6,3,Homens
250770505000019,1,227,19,11,Homens
250770505000020,1,226,17,16,Homens
250770505000021,1,173,19,10,Homens
250780405000001,1,221,18,8,Mulheres
250780405000002,1,322,26,24,Homens
250780405000003,1,173,19,7,Mulheres
250780405000004,8,281,7,15,Homens
250780405000005,8,88,3,8,Mulheres
250780405000006,8,91,4,5,Mulheres
250780405000007,8,38,2,4,Mulheres
250780405000008,1,172,16,8,Mulheres
250780405000009,1,174,27,13,Homens
250780405000010,1,219,12,9,Mulheres
250780405000011,5,117,11,10,Homens
250790305000001,1,220,20,22,Mulheres
250790305000002,1,259,21,8,Mulheres
250790305000003,1,269,27,19,Homens
250790305000004,1,281,31,24,Homens
250790305000005,1,366,39,25,Homens
250790305000006,1,343,34,29,Homens
250790305000007,1,207,28,10,Homens
250790305000008,1,239,23,15,Homens
250790305000009,1,380,23,23,Mulheres
250790305000010,8,123,5,6,Mulheres
250790305000011,8,54,4,5,Mulheres
250790305000012,1,168,19,17,Homens
250800005000001,1,280,32,10,Homens
250800005000002,1,287,34,9,Mulheres
250800005000003,1,188,23,7,Mulheres
250800005000004,1,150,18,4,Mulheres
250800005000005,8,166,9,7,Homens
250800005000006,8,131,4,6,Mulheres
250800005000007,8,121,4,5,Mulheres
250800005000008,8,107,4,8,Mulheres
250800005000009,8,176,17,7,Mulheres
250800005000010,8,90,2,3,Mulheres
250800005000011,8,62,0,3,Mulheres
250800005000012,8,45,1,0,Homens
250800005000013,8,185,10,2,Mulheres
250800005000014,5,146,14,7,Mulheres
250800005000015,1,173,11,7,Mulheres
250800005000016,1,187,20,10,Homens
250800005000017,5,163,12,4,Mulheres
250800005000018,5,61,6,3,Homens
250810905000001,1,267,18,11,Homens
250810905000002,1,251,32,12,Homens
250810905000003,8,223,5,7,Mulheres
250810905000004,8,33,3,0,Homens
250810905000005,8,223,14,8,Mulheres
250810905000006,8,27,2,1,Homens
250810905000007,8,133,6,7,Mulheres
250810905000008,1,158,16,5,Mulheres
250820805000001,1,278,36,25,Homens
250820805000002,1,279,32,14,Homens
250820805000003,1,260,33,13,Homens
250820805000004,1,228,28,9,Mulheres
250820805000005,8,123,4,12,Homens
250820805000006,8,167,12,12,Mulheres
250820805000007,8,23,1,3,Mulheres
250820805000008,8,102,8,14,Homens
250820805000009,8,202,16,20,Mulheres
250820805000010,5,66,10,1,Homens
250820805000011,8,84,5,7,Mulheres
250820805000012,8,30,1,5,Mulheres
250820805000013,8,86,5,8,Mulheres
250820805000014,1,180,16,13,Homens
250820805000015,5,64,4,7,Mulheres
250830705000001,1,315,25,9,Mulheres
250830705000002,1,346,31,17,Homens
250830705000003,1,334,37,13,Homens
250830705000004,1,330,43,16,Homens
250830705000005,1,329,20,15,Homens
250830705000006,1,316,35,12,Homens
250830705000007,1,262,36,12,Homens
250830705000008,3,200,10,4,Mulheres
250830705000009,8,130,4,11,Homens
250830705000010,8,127,7,9,Mulheres
250830705000011,4,76,11,1,Homens
250830705000012,8,211,8,12,Homens
250830705000013,8,318,16,16,Mulheres
250830705000014,4,133,9,8,Homens
250830705000015,8,308,12,21,Mulheres
250830705000016,4,217,14,13,Homens
250830705000017,8,106,7,3,Homens
250830705000018,8,50,0,3,Mulheres
250830705000019,8,272,14,18,Mulheres
250830705000020,8,87,5,7,Mulheres
250830705000021,8,135,10,9,Mulheres
250830705000022,4,161,16,14,Homens
250830705000023,8,181,13,9,Mulheres
250830705000024,4,187,23,12,Homens
250830705000025,8,106,4,14,Homens
250830705000026,8,260,17,21,Mulheres
250830705000027,8,202,13,17,Mulheres
250830705000028,8,316,15,20,Mulheres
250830705000029,8,161,12,13,Mulheres
250830705000030,4,277,13,15,Mulheres
250830705000031,8,23,2,1,Homens
250830705000032,8,102,11,4,Mulheres
250830705000033,1,178,18,5,Mulheres
250830705000034,1,294,19,13,Homens
250830705000035,1,109,9,3,Homens
250830705000036,4,60,2,0,Homens
250840605000001,1,343,9,10,Homens
250840605000002,8,92,4,7,Mulheres
250840605000003,8,72,2,2,Mulheres
250840605000004,8,49,2,5,Mulheres
250840605000005,8,28,1,1,Mulheres
250840605000006,5,154,4,5,Mulheres
250850505000001,1,185,21,14,Homens
250850505000002,1,266,22,20,Homens
250850505000003,1,302,45,22,Homens
250850505000004,1,264,31,15,Homens
250850505000005,8,134,8,8,Mulheres
250850505000006,8,240,7,8,Mulheres
250850505000007,8,369,21,25,Mulheres
250850505000008,8,145,7,15,Homens
250850505000009,1,149,25,5,Mulheres
250855405000001,1,231,23,7,Mulheres
250855405000002,1,272,23,11,Homens
250855405000003,8,179,8,15,Homens
250855405000004,8,109,2,4,Mulheres
250855405000005,8,138,10,12,Mulheres
250855405000006,5,177,18,11,Homens
250860405000001,1,270,33,24,Homens
250860405000002,1,215,14,9,Mulheres
250860405000003,1,77,1,7,Mulheres
250860405000004,1,299,18,20,Mulheres
250860405000005,1,126,7,10,Homens
250860405000006,1,149,11,13,Mulheres
250860405000007,8,163,0,15,Mulheres
250860405000008,8,130,2,19,Homens
250860405000009,1,218,13,14,Mulheres
250860405000010,1,74,5,3,Homens
250860415000001,1,217,18,17,Homens
250860415000002,1,231,22,20,Homens
250860415000003,1,152,15,7,Mulheres
250860415000004,1,195,12,15,Mulheres
250860415000005,1,285,16,17,Mulheres
250860415000006,8,105,2,7,Mulheres
250860415000007,1,225,12,18,Mulheres
250870305000001,1,303,37,6,Mulheres
250870305000002,1,175,27,17,Homens
250870305000003,8,136,6,15,Homens
250870305000004,5,170,31,10,Homens
250870305000005,8,102,9,3,Homens
250870305000006,8,43,2,7,Mulheres
250870305000007,8,138,11,12,Mulheres
250870305000008,8,54,1,9,Mulheres
