Cod_setor,Situacao_setor,V001,V060,V061,maioria
250400905000310,1,260,26,15,Homens
250400905000311,1,215,26,6,Mulheres
250400905000312,1,370,41,20,Homens
250400905000313,1,365,36,30,Homens
250400905000314,1,133,4,11,Homens
250400905000315,1,238,24,23,Homens
250400905000316,1,258,16,9,Mulheres
250400905000317,1,181,12,18,Mulheres
250400905000318,1,225,16,16,Mulheres
250400905000319,1,316,22,18,Homens
250400905000320,1,754,0,0,Mulheres
250400905000321,1,304,25,11,Homens
250400905000322,1,186,11,16,Mulheres
250400905000323,1,342,30,18,Homens
250400905000324,1,143,28,15,Homens
250400905000325,1,86,3,6,Mulheres
250400905000326,1,64,6,4,Homens
250400905000327,1,318,18,11,Homens
250400905000328,1,307,19,21,Mulheres
250400905000329,1,174,6,6,Mulheres
250400905000330,1,25,3,2,Homens
250400905000331,4,216,17,10,Homens
250400905000332,4,307,20,20,Mulheres
250400905000333,4,161,15,12,Homens
250400905000334,8,229,13,27,Mulheres
250400905000335,8,67,4,1,Homens
250400905000336,8,115,11,5,Mulheres
250400905000337,8,77,1,10,Mulheres
250400905000338,8,228,10,27,Mulheres
250400905000339,1,202,27,20,Homens
250400905000340,1,291,18,17,Homens
250400905000341,1,106,8,3,Homens
250400905000342,1,231,26,11,Homens
250400905000343,1,187,10,12,Mulheres
250400905000344,1,224,8,11,Homens
250400905000345,1,356,21,13,Homens
250400905000346,1,237,15,13,Homens
250400905000347,1,68,1,1,Mulheres
250400905000348,1,170,12,4,Mulheres
250400905000349,1,140,18,9,Mulheres
250400905000350,1,113,6,13,Homens
250400905000351,1,110,18,21,Mulheres
250400905000353,1,64,13,4,Mulheres
250400905000354,1,154,29,17,Homens
250400905000355,1,219,27,13,Homens
250400905000356,1,150,20,7,Mulheres
250400905000357,1,239,20,3,Mulheres
250400905000358,1,296,23,7,Mulheres
250400905000359,1,190,18,13,Homens
250400905000360,1,242,25,10,Homens
250400905000361,1,220,8,4,Homens
250400905000362,1,15,1,0,Homens
250400905000363,1,261,17,12,Homens
250400905000364,1,187,12,11,Homens
250400905000365,1,277,22,9,Mulheres
250400905000366,1,216,14,14,Mulheres
250400905000367,1,227,15,14,Homens
250400905000368,1,50,2,2,Mulheres
250400905000369,1,249,16,9,Mulheres
250400905000370,1,242,16,6,Mulheres
250400905000371,1,205,20,4,Mulheres
250400905000372,1,121,20,6,Mulheres
250400905000373,1,185,15,2,Mulheres
250400905000374,1,218,13,4,Mulheres
250400905000375,1,197,13,11,Homens
250400905000376,1,233,17,6,Mulheres
250400905000377,1,265,21,13,Homens
250400905000378,1,89,6,2,Homens
250400905000379,1,215,17,8,Mulheres
250400905000380,1,172,20,7,Mulheres
250400905000381,1,307,49,13,Homens
250400905000382,1,114,10,2,Mulheres
250400905000383,1,241,30,13,Homens
250400905000384,1,224,12,8,Mulheres
250400905000385,1,234,24,11,Homens
250400905000386,1,102,24,7,Mulheres
250400905000387,1,58,15,3,Mulheres
250400905000388,1,135,9,4,Homens
250400905000389,1,251,17,19,Mulheres
250400905000390,1,228,24,11,Homens
250400905000391,1,259,16,9,Mulheres
250400905000392,1,209,13,10,Homens
250400905000393,1,223,19,12,Homens
250400905000394,1,193,13,7,Mulheres
250400905000395,1,284,25,12,Homens
250400905000396,1,240,23,15,Homens
250400905000397,1,226,24,10,Homens
250400905000398,1,277,28,8,Mulheres
250400905000399,1,204,10,7,Mulheres
250400905000400,1,76,4,6,Mulheres
250400905000401,1,163,16,10,Homens
250400905000402,1,169,11,7,Mulheres
250400905000403,1,113,17,3,Mulheres
250400905000404,1,211,61,15,Homens
250400905000405,1,120,7,6,Homens
250400905000406,1,143,10,6,Mulheres
250400905000407,1,99,4,12,Homens
250400905000408,1,193,21,13,Homens
250400905000409,1,140,29,15,Homens
250400905000410,1,233,18,11,Homens
250400905000411,1,287,25,17,Homens
250400905000412,1,341,31,18,Homens
250400905000413,1,188,19,6,Mulheres
250400905000414,1,92,11,9,Mulheres
250400905000415,1,196,17,10,Homens
250400905000416,1,213,20,13,Homens
250400905000417,1,162,21,13,Homens
250400905000418,1,244,25,8,Mulheres
250400905000419,1,199,21,15,Homens
250400905000420,1,199,28,6,Mulheres
250400905000421,1,181,14,9,Mulheres
250400905000422,1,236,34,10,Homens
250400905000423,1,160,20,10,Homens
250400905000424,1,194,32,6,Mulheres
250400905000425,1,205,23,4,Mulheres
250400905000426,1,235,39,9,Mulheres
250400905000427,1,222,35,11,Homens
250400905000428,1,187,54,20,Homens
250400905000429,1,251,24,9,Mulheres
250400905000430,1,210,16,9,Mulheres
250400905000431,1,239,20,8,Mulheres
250400905000432,1,65,17,3,Mulheres
250400905000433,1,530,30,34,Mulheres
250400905000434,4,9,0,0,Mulheres
250400905000435,1,43,2,0,Homens
250400905000438,1,54,4,4,Mulheres
250400905000439,1,79,11,6,Mulheres
250400905000440,1,144,19,9,Mulheres
250400905000441,1,236,22,14,Homens
250400905000442,1,131,19,10,Homens
250400905000443,1,181,23,11,Homens
250400905000444,1,189,32,7,Mulheres
250400905000445,1,80,2,6,Mulheres
250400905000446,1,203,17,4,Mulheres
250400905000447,1,70,6,7,Mulheres
250400905000448,1,182,24,7,Mulheres
250400905000449,1,110,14,5,Mulheres
250400915000001,1,55,6,2,Homens
250400915000002,8,204,10,14,Mulheres
250400915000003,8,271,23,12,Homens
250400915000004,8,354,21,23,Mulheres
250400915000005,8,184,16,9,Mulheres
250400915000006,5,70,0,5,Mulheres
250400920000001,1,220,15,10,Homens
250400920000002,1,226,30,7,Mulheres
250400920000003,1,202,25,19,Homens
250400920000004,1,271,30,10,Homens
250400920000005,8,142,6,9,Mulheres
250400920000006,8,117,3,6,Mulheres
250400920000007,8,107,4,9,Mulheres
250400920000008,8,121,7,9,Mulheres
250400920000009,8,216,12,14,Mulheres
250400920000010,4,21,2,2,Mulheres
250400920000011,1,242,24,15,Homens
250400920000012,1,227,30,15,Homens
250400920000013,1,130,21,4,Mulheres
250400925000001,1,376,34,26,Homens
250400925000002,1,218,26,10,Homens
250400925000003,1,263,32,16,Homens
250400925000004,1,319,30,21,Homens
250400925000005,1,144,24,7,Mulheres
250400925000006,8,89,6,12,Homens
250400925000007,4,51,1,0,Homens
250400925000008,8,166,16,8,Mulheres
250400925000009,8,91,6,4,Homens
250400925000010,8,214,12,20,Mulheres
250400925000011,8,148,9,11,Homens
250400925000012,8,97,6,10,Homens
250400925000013,8,129,6,8,Mulheres
250400925000014,8,167,15,21,Mulheres
250400925000015,5,145,10,12,Mulheres
250400925000016,4,363,28,21,Homens
250400925000017,5,130,10,4,Mulheres
250400925000018,1,234,24,12,Homens
250400925000019,1,266,23,17,Homens
250400925000020,1,175,17,10,Homens
250403305000001,1,199,12,6,Mulheres
250403305000002,1,179,10,11,Mulheres
250403305000003,8,87,4,3,Homens
250403305000004,1,158,17,10,Homens
250403305000005,1,214,10,17,Mulheres
250403305000006,1,158,13,8,Mulheres
250403305000007,5,267,19,6,Mulheres
250403315000001,1,172,15,11,Homens
250403315000002,8,27,1,3,Mulheres
250407405000001,1,230,24,15,Homens
250407405000002,1,164,28,19,Homens
250407405000003,8,136,8,11,Homens
250407405000004,8,154,11,11,Mulheres
250407405000005,8,134,5,25,Homens
250407405000006,8,211,20,22,Mulheres
250407405000007,8,60,4,7,Mulheres
250407405000008,1,108,22,11,Homens
250410805000001,1,202,2,5,Mulheres
250410805000002,8,179,5,9,Mulheres
250410805000003,1,212,6,3,Homens
250415705000001,1,297,32,20,Homens
250415705000002,1,294,22,20,Homens
250415705000003,1,164,12,5,Mulheres
250415705000004,8,72,7,5,Homens
250415705000005,8,279,12,23,Mulheres
250415705000006,8,218,4,19,Homens
250415705000007,8,35,0,2,Mulheres
250415705000008,8,276,19,9,Mulheres
250415705000009,8,64,1,4,Mulheres
250415705000010,1,249,22,14,Homens
250420705000001,1,187,18,8,Mulheres
250420705000002,1,199,31,9,Mulheres
250420705000003,8,76,0,11,Mulheres
250420705000004,8,178,6,18,Homens
250420705000005,8,117,6,17,Homens
250420705000006,1,250,35,12,Homens
250420705000007,1,136,14,4,Mulheres
250420710000001,1,40,5,4,Homens
250420710000002,8,124,5,7,Mulheres
250430605000001,1,264,36,7,Mulheres
250430605000002,1,182,25,7,Mulheres
250430605000003,1,259,28,11,Homens
250430605000004,1,224,15,6,Mulheres
250430605000005,1,112,12,9,Mulheres
250430605000006,1,249,41,12,Homens
250430605000007,1,201,28,10,Homens
250430605000008,1,282,35,15,Homens
250430605000009,1,295,30,8,Mulheres
250430605000010,1,320,23,12,Homens
250430605000011,1,215,10,10,Mulheres
250430605000012,1,232,16,6,Mulheres
250430605000013,1,371,38,11,Homens
250430605000014,1,362,58,13,Homens
250430605000015,1,271,57,13,Homens
250430605000016,1,196,20,6,Mulheres
250430605000017,1,160,31,14,Homens
250430605000018,8,83,5,2,Homens
250430605000019,8,203,21,18,Homens
250430605000020,8,166,13,15,Mulheres
250430605000021,8,125,6,7,Mulheres
250430605000022,8,174,11,6,Mulheres
250430605000023,8,163,9,12,Homens
250430605000024,5,62,4,2,Homens
250430605000025,5,36,4,4,Mulheres
250430605000026,1,336,28,7,Mulheres
250430605000027,1,224,10,8,Mulheres
250430605000028,1,175,15,9,Mulheres
250430605000029,1,299,23,14,Homens
250430605000030,1,130,14,5,Mulheres
250430605000031,1,208,14,5,Mulheres
250430605000032,1,237,23,15,Homens
250430605000033,1,256,19,17,Homens
250430610000001,1,111,10,6,Mulheres
250430610000002,8,45,0,6,Mulheres
250430610000003,8,190,15,19,Mulheres
250430610000004,8,51,2,1,Homens
250430610000005,8,137,3,11,Homens
250430610000006,8,77,2,9,Mulheres
250430610000007,5,66,9,3,Homens
250430625000001,1,68,10,1,Homens
250430625000002,8,96,5,6,Mulheres
250430625000003,8,77,2,7,Mulheres
250430625000004,8,89,4,3,Homens
250430625000005,8,55,3,5,Mulheres
250430625000006,8,82,1,3,Mulheres
250430625000007,5,100,7,5,Homens
250435505000001,1,314,32,23,Homens
250435505000002,8,234,15,14,Homens
250435505000003,8,196,17,15,Homens
250435505000004,8,181,13,11,Homens
250435505000005,5,99,11,5,Mulheres
250435505000006,8,122,5,2,Homens
250435505000007,5,183,16,6,Mulheres
250440505000001,1,244,47,12,Homens
250440505000002,1,304,33,16,Homens
250440505000003,1,308,30,11,Homens
250440505000004,1,352,26,18,Homens
250440505000005,1,411,38,24,Homens
250440505000006,1,376,26,19,Homens
250440505000007,1,295,35,17,Homens
250440505000008,1,288,42,16,Homens
250440505000009,1,250,24,10,Homens
250440505000010,1,219,17,9,Mulheres
250440505000011,8,112,5,10,Homens
250440505000012,8,91,2,5,Mulheres
250440505000013,8,229,8,16,Homens
250440505000014,8,132,6,10,Homens
250440505000015,8,101,5,3,Homens
250440505000016,8,179,6,10,Homens
250440505000017,8,98,5,4,Homens
250440505000018,8,278,8,7,Homens
250440505000019,8,27,1,1,Mulheres
250440505000020,1,236,20,10,Homens
250440510000001,1,9,1,1,Mulheres
250440510000002,8,66,5,2,Homens
250440510000003,8,159,9,8,Homens
250440515000001,1,55,2,2,Mulheres
250440515000002,8,114,5,4,Homens
250440515000003,8,179,10,10,Mulheres
250440515000004,5,47,4,3,Homens
250450405000001,1,200,29,18,Homens
250450405000002,1,219,13,10,Homens
250450405000003,1,219,35,13,Homens
250450405000004,8,75,1,6,Mulheres
250450405000005,8,67,4,10,Homens
250450405000006,8,139,6,13,Homens
250450405000007,8,268,22,10,Homens
250450405000008,1,276,19,10,Homens
250450405000009,1,265,42,28,Homens
250450405000010,1,183,19,8,Mulheres
250460305000001,1,250,34,22,Homens
250460305000002,1,426,26,55,Mulheres
250460305000003,1,94,15,8,Mulheres
250460305000004,1,201,17,16,Homens
250460305000005,1,171,5,13,Homens
250460305000006,1,203,11,11,Mulheres
250460305000007,4,106,4,13,Homens
250460305000008,4,102,3,13,Homens
250460305000009,8,126,2,15,Homens
250460305000010,8,245,14,25,Mulheres
250460305000011,5,118,3,10,Homens
250460305000012,5,187,13,8,Mulheres
250460305000013,8,39,X,X,Mulheres
250460305000014,8,127,3,28,Homens
250460305000015,8,45,0,5,Mulheres
250460305000016,8,61,0,4,Mulheres
250460305000017,1,279,21,16,Homens
250460305000018,1,232,12,14,Mulheres
250460305000019,1,181,14,16,Mulheres
250460305000020,1,2,X,X,Mulheres
250460305000021,4,69,2,7,Mulheres
250460305000022,4,178,6,20,Homens
250460305000023,1,204,7,13,Homens
250460305000024,1,66,5,8,Mulheres
250460305000025,1,165,9,10,Homens
250460305000026,1,179,8,12,Homens
250460305000027,1,169,6,9,Mulheres
250460305000028,1,162,5,13,Homens
250460305000029,1,282,21,19,Homens
250460305000030,1,88,4,5,Mulheres
250460305000031,1,68,1,2,Mulheres
250460305000032,8,146,2,4,Mulheres
250460305000033,5,167,15,15,Mulheres
250460305000034,5,179,13,8,Mulheres
250460316000001,1,38,2,2,Mulheres
250460316000002,1,47,6,2,Homens
250460316000003,1,63,7,5,Homens
250460316000004,1,14,0,2,Mulheres
250460316000005,1,7,1,1,Mulheres
250460316000006,1,64,4,5,Mulheres
250460316000007,1,132,16,10,Homens
250460316000008,1,67,5,6,Mulheres
250460316000009,1,99,6,11,Homens
250470205000001,1,215,28,28,Mulheres
250470205000002,1,309,28,34,Mulheres
250470205000003,1,421,46,39,Homens
250470205000004,8,116,7,19,Homens
250470205000005,8,82,4,7,Mulheres
250470205000006,8,56,1,7,Mulheres
250470205000007,8,143,12,17,Mulheres
250470205000008,8,116,11,15,Mulheres
250470205000009,4,20,4,1,Homens
250480105000001,1,183,37,7,Mulheres
250480105000002,1,234,25,10,Homens
250480105000003,1,237,22,10,Homens
250480105000004,1,305,57,14,Homens
250480105000005,1,289,21,18,Homens
250480105000006,1,177,27,7,Mulheres
250480105000007,1,209,33,10,Homens
250480105000008,1,130,11,6,Mulheres
250480105000009,8,47,0,1,Mulheres
250480105000010,8,130,1,10,Mulheres
250480105000011,8,279,14,14,Mulheres
250480105000012,8,265,20,17,Homens
250480105000013,8,197,6,18,Homens
250480105000014,8,85,3,3,Mulheres
250480105000015,1,284,32,11,Homens
250480105000016,1,267,22,12,Homens
250480105000017,1,208,21,12,Homens
250480105000018,1,211,24,7,Mulheres
250480105000019,1,318,32,10,Homens
250480105000020,1,189,12,11,Homens
250480105000021,1,139,24,4,Mulheres
250485005000001,1,268,33,15,Homens
250485005000002,8,160,14,22,Mulheres
250485005000003,8,62,1,4,Mulheres
250485005000004,8,98,7,6,Homens
250490005000001,1,198,17,5,Mulheres
250490005000002,1,354,27,16,Homens
250490005000003,1,487,36,22,Homens
250490005000004,3,480,37,20,Homens
250490005000005,3,393,28,16,Homens
250490005000006,8,164,4,14,Homens
250490005000007,8,161,6,5,Homens
250490005000008,8,54,1,0,Homens
250490005000009,8,128,9,9,Mulheres
250490005000010,8,62,0,4,Mulheres
250490005000011,8,296,22,24,Mulheres
250490005000012,8,147,2,8,Mulheres
250490005000013,8,23,0,5,Mulheres
250490005000014,8,190,9,10,Homens
250490005000015,8,35,0,3,Mulheres
250490005000016,8,295,12,17,Mulheres
250490005000017,1,71,5,2,Homens
250490005000018,5,74,7,4,Homens
250490005000019,5,140,4,13,Homens
250490005000020,5,219,13,19,Mulheres
250490005000021,5,265,16,36,Mulheres
250500605000001,1,308,39,16,Homens
250500605000002,1,241,31,15,Homens
250500605000003,1,334,60,22,Homens
250500605000004,1,234,30,14,Homens
250500605000005,1,346,35,23,Homens
250500605000006,8,228,16,7,Mulheres
250500605000007,8,61,4,6,Mulheres
250500605000008,8,136,8,8,Mulheres
250500605000009,8,90,1,6,Mulheres
250500605000010,8,25,2,3,Mulheres
250500605000011,8,28,0,1,Mulheres
250510505000001,1,111,22,6,Mulheres
250510505000002,1,190,29,10,Homens
250510505000003,1,306,29,15,Homens
250510505000004,1,169,17,1,Homens
250510505000005,1,271,33,10,Homens
250510505000006,1,219,27,9,Mulheres
250510505000007,1,149,23,10,Homens
250510505000008,1,232,23,7,Mulheres
250510505000009,1,164,27,5,Mulheres
250510505000010,1,195,28,8,Mulheres
250510505000011,1,178,29,11,Homens
250510505000012,8,146,2,24,Mulheres
250510505000013,8,170,14,9,Mulheres
250510505000014,8,109,2,9,Mulheres
250510505000015,8,67,4,3,Homens
250510505000016,8,84,2,2,Mulheres
250510505000017,8,49,3,1,Homens
250510505000018,8,107,5,6,Mulheres
250510505000019,8,103,4,4,Mulheres
250510505000020,8,111,10,10,Mulheres
250510505000021,8,79,4,12,Homens
250510505000022,5,26,0,2,Mulheres
250510505000023,1,153,23,15,Homens
250510505000024,1,232,23,8,Mulheres
250510505000025,1,191,19,13,Homens
250510505000026,1,215,15,19,Mulheres
250510505000027,1,162,22,2,Homens
250510505000028,1,239,14,21,Mulheres
250510505000029,1,193,16,17,Mulheres
250510505000030,1,234,25,17,Homens
250510505000031,1,234,35,17,Homens
250510510000001,1,54,7,3,Homens
250510510000002,8,100,3,7,Mulheres
250510510000003,8,61,7,1,Homens
250510510000004,8,161,4,4,Mulheres
250510510000005,8,141,6,13,Homens
250510510000006,8,36,4,2,Homens
250510510000007,8,200,7,12,Homens
250510510000008,8,82,3,4,Mulheres
250520405000001,1,286,25,16,Homens
250520405000002,1,300,33,22,Homens
250520405000003,1,265,18,21,Mulheres
250520405000004,1,225,25,19,Homens
250520405000005,1,215,26,17,Homens
250520405000006,1,271,39,16,Homens
250520405000007,8,158,5,14,Homens
250520405000008,8,189,8,10,Homens
250523805000001,1,268,21,12,Homens
250523805000002,1,339,28,11,Homens
250523805000003,8,164,8,12,Homens
250523805000004,8,81,1,7,Mulheres
250523805000005,8,8,1,1,Mulheres
250523805000006,8,61,5,1,Homens
250523805000007,5,143,14,5,Mulheres
250523805000008,8,17,0,4,Mulheres
250523805000009,5,118,6,9,Mulheres
250523805000010,8,153,12,23,Mulheres
250523805000011,8,17,0,2,Mulheres
250523805000012,5,173,16,13,Homens
250523805000013,5,130,15,12,Homens
250523805000014,5,51,2,1,Homens
250523805000015,5,9,0,0,Mulheres
250527905000001,1,156,19,13,Homens
250527905000002,8,153,13,16,Mulheres
250527905000003,8,83,12,5,Mulheres
250527905000004,8,121,6,18,Homens
250527905000005,8,151,13,16,Mulheres
250527905000006,8,107,5,10,Homens
250527905000007,8,124,11,8,Mulheres
250527905000008,5,109,14,15,Mulheres
250527905000009,8,119,6,11,Homens
250527905000010,8,47,2,4,Mulheres
250527905000011,8,136,8,6,Homens
250527905000012,8,161,12,17,Mulheres
250530305000001,1,226,18,11,Homens
250530305000002,8,133,6,8,Mulheres
250530305000003,8,92,4,5,Mulheres
250530305000004,8,45,0,0,Mulheres
250530305000005,1,157,11,12,Mulheres
250535205000001,1,192,24,8,Mulheres
250535205000002,8,140,8,10,Homens
250535205000003,8,175,10,9,Mulheres
250535205000004,8,52,0,2,Mulheres
250535205000005,8,179,5,5,Mulheres
250535205000006,8,126,14,6,Mulheres
250535205000007,8,25,1,4,Mulheres
250535205000008,1,233,32,8,Mulheres
250535205000009,1,255,22,18,Homens
250540205000001,1,188,19,17,Homens
250540205000002,1,311,39,20,Homens
250540205000003,1,144,8,12,Homens
250540205000004,1,435,39,24,Homens
250540205000005,8,184,20,17,Homens
250540205000006,8,96,9,6,Homens
250540205000007,8,93,6,7,Mulheres
250540205000008,8,150,15,11,Homens
250540205000009,8,178,10,19,Mulheres
250540205000010,5,186,16,9,Mulheres
250540205000011,1,146,17,5,Mulheres
250540205000012,1,206,30,14,Homens
250550105000001,1,217,15,3,Mulheres
250550105000002,8,243,17,9,Mulheres
250550105000003,8,249,25,5,Mulheres
250550105000004,1,214,10,6,Mulheres
250560005000001,1,344,41,21,Homens
250560005000002,1,309,38,16,Homens
250560005000003,1,343,31,13,Homens
250560005000004,8,145,5,7,Mulheres
250560005000005,8,245,9,15,Homens
250560005000006,8,115,3,4,Mulheres
250560005000007,8,59,4,2,Homens
250560010000001,1,94,3,7,Mulheres
250560010000002,8,110,5,5,Mulheres
250570905000001,1,311,31,23,Homens
250570905000002,1,228,32,25,Homens
250570905000003,1,266,22,10,Homens
250570905000004,1,157,11,10,Homens
250570905000005,1,239,30,11,Homens
250570905000006,8,151,10,7,Mulheres
250570905000007,8,130,7,11,Homens
250570905000008,8,63,2,7,Mulheres
250570905000009,8,90,4,5,Mulheres
250570905000010,8,159,8,3,Homens
250570905000011,8,223,5,12,Homens
250570905000012,8,89,9,7,Homens
250570905000013,8,173,13,13,Mulheres
250570905000014,8,99,4,9,Mulheres
250570905000015,1,212,12,15,Mulheres
250570905000016,8,152,8,4,Homens
250570905000017,5,68,1,2,Mulheres
250570905000018,5,56,7,4,Homens
250570905000019,8,94,5,13,Homens
250580805000001,1,294,38,17,Homens
250580805000002,1,235,38,18,Homens
250580805000003,1,334,40,22,Homens
250580805000004,8,49,1,5,Mulheres
250580805000005,8,88,3,8,Mulheres
250580805000006,8,79,4,9,Mulheres
250590705000001,1,342,37,20,Homens
250590705000002,8,116,3,8,Mulheres
250590705000003,8,82,4,4,Mulheres
250590705000004,8,62,2,7,Mulheres
250590705000005,1,229,16,11,Homens
250600405000001,1,323,58,15,Homens
250600405000002,1,406,47,18,Homens
250600405000003,1,209,33,7,Mulheres
250600405000004,1,314,27,15,Homens
250600405000005,1,231,25,12,Homens
250600405000006,1,192,22,10,Homens
250600405000007,1,212,35,16,Homens
250600405000008,1,199,15,8,Mulheres
250600405000009,1,274,26,18,Homens
250600405000010,1,249,37,13,Homens
250600405000011,1,157,23,14,Homens
250600405000012,1,254,35,11,Homens
250600405000013,1,261,22,13,Homens
250600405000014,1,209,28,5,Mulheres
250600405000015,1,219,35,6,Mulheres
250600405000016,1,354,33,13,Homens
250600405000017,8,185,8,8,Mulheres
250600405000018,8,123,8,7,Homens
250600405000019,8,37,4,2,Homens
250600405000020,5,355,39,14,Homens
250600405000021,8,164,9,6,Homens
250600405000022,8,153,7,17,Homens
250600405000023,8,45,0,2,Mulheres
250600405000024,8,145,7,15,Homens
250600405000025,8,118,6,8,Mulheres
250600405000026,8,206,9,17,Homens
250600405000027,8,156,5,3,Homens
250600405000028,8,266,13,11,Homens
250600405000029,5,185,15,17,Mulheres
250600405000030,8,52,5,2,Homens
250600405000031,8,81,3,2,Homens
250600405000032,8,259,13,15,Mulheres
250600405000033,1,225,21,5,Mulheres
250600405000034,1,212,19,11,Homens
250600405000035,1,244,11,17,Mulheres
250600405000036,1,201,9,5,Homens
250600405000037,1,308,47,12,Homens
250600405000038,1,167,25,8,Mulheres
250600405000039,1,205,13,14,Mulheres
250600405000040,1,238,23,12,Homens
250600405000041,1,213,27,10,Homens
250600405000042,1,240,20,7,Mulheres
250600405000043,1,257,18,14,Homens
250600405000044,5,83,8,7,Homens
250610305000001,1,258,30,19,Homens
250610305000002,1,163,22,8,Mulheres
250610305000003,1,252,33,15,Homens
250610305000004,1,242,32,19,Homens
250610305000005,1,174,10,13,Mulheres
250610305000006,1,283,25,14,Homens
250610305000007,8,243,11,20,Mulheres
250610305000008,8,212,17,16,Homens
250610305000009,8,156,12,12,Mulheres
250610305000010,8,203,18,10,Homens
250610305000011,8,53,X,X,Mulheres
250610305000012,8,185,18,11,Homens
250610305000013,8,240,15,19,Mulheres
250610305000014,8,166,19,14,Homens
250610305000015,8,4,X,X,Mulheres
250610305000016,8,83,4,8,Mulheres
250610305000017,8,66,3,5,Mulheres
250610305000018,1,122,14,3,Mulheres
250610305000019,1,147,21,7,Mulheres
250620205000001,1,212,18,10,Homens
250620205000002,1,202,33,8,Mulheres
250620205000003,8,116,8,9,Mulheres
250620205000004,8,68,2,3,Mulheres
250620205000005,8,196,22,30,Mulheres
250620205000006,1,172,14,6,Mulheres
250625105000001,1,288,43,17,Homens
250625105000002,8,78,9,9,Mulheres
250625105000003,5,194,21,7,Mulheres
250625105000004,8,187,17,14,Homens
250625105000005,8,172,17,8,Mulheres
250625105000006,8,160,7,15,Homens
250625105000007,8,167,9,7,Homens
250625105000008,8,148,22,10,Homens
250625105000009,8,205,10,11,Mulheres
250625105000010,8,84,2,7,Mulheres
250625105000011,8,112,10,9,Mulheres
250625105000012,8,60,4,6,Mulheres
250625105000013,8,186,11,3,Mulheres
250625105000014,8,41,3,2,Homens
250625105000015,8,152,13,17,Mulheres
250630105000001,1,315,51,26,Homens
250630105000002,1,303,47,23,Homens
250630105000003,1,201,28,12,Homens
250630105000004,1,121,17,8,Mulheres
250630105000005,1,262,25,17,Homens
250630105000006,1,231,24,14,Homens
250630105000007,1,317,41,14,Homens
250630105000008,1,215,24,16,Homens
250630105000009,1,292,15,23,Mulheres
250630105000010,1,269,25,14,Homens
250630105000011,1,360,28,14,Homens
250630105000012,1,193,21,6,Mulheres
250630105000013,1,126,15,10,Homens
250630105000014,1,131,19,12,Homens
250630105000015,1,288,52,15,Homens
250630105000016,1,268,46,16,Homens
250630105000017,1,196,15,17,Mulheres
250630105000018,1,172,20,12,Homens
250630105000019,1,232,32,8,Mulheres
250630105000020,1,336,36,17,Homens
250630105000021,1,358,27,26,Homens
250630105000022,1,229,22,14,Homens
250630105000023,1,212,30,12,Homens
250630105000024,1,219,33,12,Homens
250630105000025,1,311,34,20,Homens
250630105000026,1,426,50,33,Homens
250630105000027,1,173,14,10,Homens
250630105000028,1,360,25,13,Homens
250630105000029,1,321,28,11,Homens
250630105000030,1,416,25,21,Homens
250630105000031,1,236,28,11,Homens
250630105000032,1,290,22,9,Mulheres
250630105000033,1,216,12,6,Mulheres
250630105000034,1,181,15,13,Homens
250630105000035,1,316,23,24,Mulheres
250630105000036,1,228,22,16,Homens
250630105000037,1,251,23,17,Homens
250630105000038,1,224,18,17,Homens
250630105000039,1,188,16,18,Mulheres
250630105000040,1,236,9,13,Homens
250630105000041,8,35,2,1,Homens
250630105000042,4,100,11,14,Mulheres
250630105000043,8,48,1,5,Mulheres
250630105000044,8,132,5,14,Homens
250630105000045,8,168,12,6,Mulheres
250630105000046,8,54,4,8,Mulheres
250630105000047,5,209,13,19,Mulheres
250630105000048,8,253,1,4,Mulheres
250630105000049,8,144,7,7,Mulheres
250630105000050,1,175,13,19,Mulheres
250630105000051,1,327,54,29,Homens
250630105000052,1,150,19,5,Mulheres
250630105000053,1,195,16,11,Homens
250630105000054,1,210,29,5,Mulheres
250630105000055,1,224,27,12,Homens
250630105000056,1,274,35,14,Homens
250630105000057,1,177,22,8,Mulheres
250630105000058,1,168,16,4,Mulheres
250630105000059,1,219,15,15,Mulheres
250630105000060,1,140,11,5,Mulheres
250630105000061,1,401,20,35,Mulheres
250630105000062,1,254,21,15,Homens
250630105000063,1,223,18,11,Homens
250630105000064,1,195,20,5,Mulheres
250630105000065,1,162,17,14,Homens
250630105000066,1,200,15,12,Homens
250630105000067,1,261,15,16,Mulheres
250630105000068,1,160,9,21,Homens
250630110000001,1,259,17,7,Mulheres
250630110000002,8,96,7,11,Homens
250630110000003,8,115,10,9,Mulheres
250630110000004,8,33,1,1,Mulheres
250630110000005,8,65,6,4,Homens
250630110000006,8,150,9,10,Homens
250630110000007,5,80,14,4,Mulheres
250630110000008,7,97,4,6,Mulheres
250630110000009,5,78,2,5,Mulheres
250630110000010,7,83,9,4,Homens
250640005000001,1,278,35,15,Homens
250640005000002,1,264,20,10,Homens
250640005000003,1,221,30,12,Homens
250640005000004,1,167,17,6,Mulheres
250640005000005,1,411,40,20,Homens
250640005000006,1,207,14,17,Mulheres
250640005000007,8,187,10,22,Mulheres
250640005000008,8,245,8,4,Homens
250640005000009,8,156,6,3,Homens
250640005000010,8,163,17,16,Homens
250640005000011,8,141,6,5,Homens
250640005000012,8,205,12,11,Homens
250640005000013,5,80,7,6,Homens
250640005000014,8,126,7,9,Mulheres
250640005000015,5,424,30,24,Homens
250640005000016,5,86,6,2,Homens
250640005000017,4,176,12,9,Mulheres
