narrativa,statistic,bias,std.error,conf.low,conf.high
Extrema Pobreza,4.280701754385965,-0.0023377192982456663,0.1944748625940836,3.8596491228070176,4.631578947368421
Escola,4.175438596491228,0.0026491228070177897,0.21536641837896872,3.7017543859649122,4.543859649122807
